PA/PoA,CDM project reference number,HostParty,DOE,Project type (UNEP DTU),Project subtype (UNEP DTU),Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended, Units - Total ,CP,Monitoring report number,Last_updated
PA,2580,CN,SGS,Hydro,Run of river,SGS-UKL1291194515.27,26/4/11,1/6/10,31/10/10," 250,555 ",1,2,21Jun2023
PA,2803,CN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1287822508.25,26/4/11,29/1/10,30/9/10," 40,825 ",1,1,21Jun2023
PA,2815,CN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1287822957.36,26/4/11,25/12/09,30/9/10," 63,829 ",1,1,21Jun2023
PA,1784,BR,TUV SUD,N2O,Nitric acid,TUEV-SUED1266592454.21,26/4/11,30/4/09,9/11/09," 103,080 ",1,2,21Jun2023
PA,1863,CN,BVCH,Hydro,Run of river,BVQI1286520651.46,21/4/11,1/3/09,10/6/10," 36,135 ",1,1,21Jun2023
PA,1130,IN,DNV,Biomass Energy,Agricultural residues: rice husk,DNV-CUK1287478874.11,21/4/11,1/4/10,30/9/10," 14,867 ",1,4,21Jun2023
PA,1249,PE,RINA,Methane avoidance,Waste water,RINA1258463483.56,21/4/11,1/1/09,31/10/09," 24,398 ",1,3,21Jun2023
PA,1005,CN,TUV NORD,Hydro,Run of river,RWTUV1219991489.46,21/4/11,14/5/07,31/7/08," 51,042 ",1,1,21Jun2023
PA,795,ZA,SGS,Biomass Energy,Forest residues: other,SGS-UKL1237377804.23,21/4/11,16/1/08,28/2/09," 23,081 ",1,1,21Jun2023
PA,1557,CN,SGS,Hydro,Run of river,SGS-UKL1288801428.35,21/4/11,1/1/09,31/7/10," 28,280 ",1,2,21Jun2023
PA,822,CL,TUV SUD,Landfill gas,Landfill power,TUEV-SUED1253544672.79,21/4/11,13/3/08,31/8/09," 623,073 ",1,3,21Jun2023
PA,1053,IN,DNV,Wind,Wind,DNV-CUK1283945179.38,20/4/11,17/7/09,14/7/10," 11,679 ",1,4,21Jun2023
PA,2382,CN,DNV,Fossil fuel switch,New natural gas plant,DNV-CUK1284119036.03,20/4/11,1/4/10,31/8/10," 343,122 ",1,2,21Jun2023
PA,2383,CN,DNV,Fossil fuel switch,New natural gas plant,DNV-CUK1284119289.5,20/4/11,1/4/10,31/8/10," 333,306 ",1,2,21Jun2023
PA,812,CN,DNV,EE own generation,Iron & steel heat,DNV-CUK1292235628.06,20/4/11,17/5/10,15/11/10," 777,140 ",1,9,21Jun2023
PA,2886,CN,ERM CVS,Wind,Wind,ERM-CVS1288195993.0,20/4/11,18/12/09,30/9/10," 111,400 ",1,1,21Jun2023
PA,1306,IN,TUV NORD,Wind,Wind,RWTUV1231746718.08,20/4/11,15/11/07,20/11/08," 5,799 ",1,1,21Jun2023
PA,1193,CN,SGS,Hydro,Run of river,SGS-UKL1288860773.37,20/4/11,1/11/08,31/7/10," 28,770 ",1,2,21Jun2023
PA,2217,IN,TUV NORD,Landfill gas,Landfill composting,TUEV-RHEIN1273540239.17,20/4/11,1/4/09,31/3/10," 7,990 ",1,1,21Jun2023
PA,333,IN,TUV NORD,Biomass Energy,Agricultural residues: rice husk,TUEV-RHEIN1286707112.01,20/4/11,1/12/09,30/9/10," 30,135 ",1,4,21Jun2023
PA,873,CN,SGS,Wind,Wind,SGS-UKL1281694711.25,19/4/11,1/3/09,30/9/09," 44,623 ",1,3,21Jun2023
PA,2318,BR,DNV,Methane avoidance,Manure,DNV-CUK1252303926.6,18/4/11,16/3/09,16/8/09," 19,778 ",1,1,21Jun2023
PA,427,IN,SGS,EE own generation,Iron & steel heat,SGS-UKL1237804160.52,18/4/11,1/1/08,31/12/08," 27,459 ",1,4,21Jun2023
PA,11,CN,SGS,HFCs,HFC23,SGS-UKL1273498908.36,18/4/11,1/12/09,31/3/10," 3,487,401 ",1,14,21Jun2023
PA,767,CN,SGS,HFCs,HFC23,SGS-UKL1274083019.7,18/4/11,26/12/09,30/4/10," 617,137 ",1,10,21Jun2023
PA,1616,MY,SIRIM,Methane avoidance,Waste water,SIRIM1263281567.91,18/4/11,17/6/08,31/10/09," 14,417 ",1,1,21Jun2023
PA,2311,CN,TUV NORD,Solar,Solar cooking,TUEV-RHEIN1274319728.7,18/4/11,31/5/09,30/4/10," 37,186 ",1,1,21Jun2023
PA,2864,CN,DNV,Wind,Wind,DNV-CUK1279111957.94,15/4/11,24/2/10,30/6/10," 42,564 ",1,1,21Jun2023
PA,557,PK,DNV,N2O,Nitric acid,DNV-CUK1288354477.17,15/4/11,1/7/10,30/9/10," 217,980 ",1,11,21Jun2023
PA,1433,CN,TUV NORD,Hydro,New dam,RWTUV1292582701.36,15/4/11,28/5/10,27/11/10," 154,855 ",1,5,21Jun2023
PA,544,CN,SGS,Wind,Wind,SGS-UKL1214813342.64,15/4/11,1/7/07,24/6/08," 41,750 ",1,2,21Jun2023
PA,75,IN,SGS,Biomass Energy,Agricultural residues: rice husk,SGS-UKL1242719622.67,15/4/11,24/8/08,31/3/09," 24,394 ",1,5,21Jun2023
PA,430,IN,BVCH,Hydro,Existing dam,BVQI1253606995.03,14/4/11,27/7/08,31/3/09," 17,733 ",1,4,21Jun2023
PA,1281,CN,BVCH,EE own generation,Iron & steel heat,BVQI1287975416.92,14/4/11,29/10/08,28/12/09," 142,617 ",1,2,21Jun2023
PA,1668,CN,BVCH,EE own generation,Iron & steel heat,BVQI1287975593.88,14/4/11,29/10/09,28/5/10," 37,291 ",1,2,21Jun2023
PA,284,IN,DNV,EE own generation,Cement heat,DNV-CUK1290782191.48,14/4/11,1/4/10,15/11/10," 21,229 ",1,4,21Jun2023
PA,903,IN,LRQA,Hydro,Run of river,LRQA Ltd1264771483.37,14/4/11,2/12/08,1/1/10," 29,325 ",1,2,21Jun2023
PA,2065,CN,TUV NORD,Hydro,New dam,RWTUV1283321716.04,14/4/11,20/10/09,19/8/10," 149,904 ",1,2,21Jun2023
PA,2344,CN,TUV NORD,Fossil fuel switch,New natural gas plant,RWTUV1291925933.41,14/4/11,1/7/10,30/11/10," 254,190 ",1,3,21Jun2023
PA,549,CN,SGS,HFCs,HFC23,SGS-UKL1276177237.84,14/4/11,31/12/09,27/5/10," 2,562,848 ",1,11,21Jun2023
PA,1543,IN,TUV NORD,Biomass Energy,Agricultural residues: other kinds,TUEV-RHEIN1283754698.1,14/4/11,1/11/08,30/4/10," 11,079 ",1,2,21Jun2023
PA,490,EG,DNV,N2O,Nitric acid,DNV-CUK1286892897.15,13/4/11,1/7/10,30/9/10," 331,330 ",1,15,21Jun2023
PA,1589,CN,TUV NORD,Hydro,Run of river,RWTUV1255519734.14,13/4/11,11/11/08,25/8/09," 40,519 ",1,1,21Jun2023
PA,1886,CN,TUV NORD,Hydro,New dam,RWTUV1284475634.0,13/4/11,1/9/09,29/8/10," 73,318 ",1,2,21Jun2023
PA,933,CN,SGS,Landfill gas,Landfill power,SGS-UKL1268045597.7,13/4/11,1/3/09,28/2/10," 64,431 ",1,4,21Jun2023
PA,998,IN,SGS,Wind,Wind,SGS-UKL1279285199.68,13/4/11,1/10/08,31/3/10," 98,305 ",1,3,21Jun2023
PA,1105,CN,SGS,HFCs,HFC23,SGS-UKL1281360111.31,13/4/11,1/5/10,31/7/10," 1,747,801 ",1,8,21Jun2023
PA,877,CN,SGS,Wind,Wind,SGS-UKL1286187149.79,13/4/11,1/11/09,31/8/10," 91,361 ",1,5,21Jun2023
PA,1416,CN,SGS,EE own generation,Iron & steel heat,SGS-UKL1291726459.71,13/4/11,28/5/10,26/11/10," 881,572 ",1,5,21Jun2023
PA,1261,CN,BVCH,Wind,Wind,BVQI1288149020.9,12/4/11,1/10/09,30/9/10," 87,594 ",1,3,21Jun2023
PA,1517,CN,TUV NORD,Hydro,New dam,RWTUV1283676520.18,12/4/11,26/6/09,31/8/10," 71,340 ",1,2,21Jun2023
PA,1243,CN,SGS,Fossil fuel switch,New natural gas plant,SGS-UKL1276790723.36,12/4/11,1/1/09,31/12/09," 291,438 ",1,2,21Jun2023
PA,868,CN,TUV SUD,HFCs,HFC23,TUEV-SUED1280844887.17,12/4/11,1/1/10,5/4/10," 804,910 ",1,10,21Jun2023
PA,845,CN,BVCH,Wind,Wind,BVQI1273139085.77,11/4/11,1/6/09,30/4/10," 116,300 ",1,4,21Jun2023
PA,2039,CN,BVCH,Hydro,New dam,BVQI1285832334.62,11/4/11,26/9/09,25/9/10," 78,485 ",1,2,21Jun2023
PA,557,PK,DNV,N2O,Nitric acid,DNV-CUK1280829701.48,11/4/11,1/5/10,30/6/10," 174,260 ",1,10,21Jun2023
PA,69,AM,JCI,Landfill gas,Landfill power,JCI1272435209.29,11/4/11,31/12/07,31/3/10," 12,022 ",1,1,21Jun2023
PA,1473,IN,TUV NORD,Biomass Energy,Agricultural residues: other kinds,RWTUV1263362901.69,11/4/11,25/2/08,30/9/09," 47,919 ",1,1,21Jun2023
PA,1858,CN,BVCH,Hydro,Existing dam,BVQI1286593508.4,8/4/11,23/2/09,25/8/10," 18,088 ",1,1,21Jun2023
PA,2880,CN,BVCH,Hydro,New dam,BVQI1289899038.65,8/4/11,26/3/10,25/7/10," 327,721 ",1,2,21Jun2023
PA,1166,IN,DNV,Wind,Wind,DNV-CUK1260878746.24,8/4/11,30/10/08,30/11/09," 33,322 ",1,1,21Jun2023
PA,1824,IN,DNV,Wind,Wind,DNV-CUK1274173281.48,8/4/11,1/8/09,31/3/10," 28,093 ",1,2,21Jun2023
PA,1820,CN,DNV,N2O,Nitric acid,DNV-CUK1275899564.1,8/4/11,20/10/08,18/4/10," 59,432 ",1,1,21Jun2023
PA,728,MX,TUV NORD,Wind,Wind,RWTUV1281267484.72,8/4/11,1/4/10,30/6/10," 83,109 ",1,5,21Jun2023
PA,3008,CN,SGS,Fossil fuel switch,New natural gas plant,SGS-UKL1284136025.96,8/4/11,5/8/10,31/8/10," 55,536 ",1,1,21Jun2023
PA,1555,CN,TUV SUD,Hydro,Run of river,TUEV-SUED1293619093.76,8/4/11,26/11/09,25/12/10," 42,041 ",1,3,21Jun2023
PA,765,KR,DNV,N2O,Nitric acid,DNV-CUK1271061041.96,7/4/11,1/1/10,31/3/10," 391,627 ",1,12,21Jun2023
PA,928,AR,SGS,Landfill gas,Landfill flaring,SGS-UKL1247037107.03,7/4/11,1/11/08,28/2/09," 115,720 ",1,3,21Jun2023
PA,2307,CN,TUV NORD,Solar,Solar cooking,TUEV-RHEIN1258092051.09,7/4/11,27/3/09,31/10/09," 26,919 ",1,1,21Jun2023
PA,911,BR,TUV SUD,Landfill gas,Landfill power,TUEV-SUED1247061222.16,7/4/11,1/2/09,30/6/09," 24,956 ",1,4,21Jun2023
PA,840,CN,TUV SUD,Coal bed/mine methane,Coal Mine Methane,TUEV-SUED1260269149.53,7/4/11,19/9/08,21/10/09," 174,457 ",1,5,21Jun2023
PA,376,IN,TUV SUD,Hydro,Run of river,TUEV-SUED1285074098.05,7/4/11,1/9/09,31/8/10," 25,883 ",1,3,21Jun2023
PA,99,KR,TUV SUD,N2O,Adipic acid,TUEV-SUED1293099143.86,7/4/11,22/11/10,19/12/10," 1,086,857 ",1,44,21Jun2023
PA,2077,CN,BVCH,Hydro,Run of river,BVQI1252320046.42,6/4/11,23/2/09,31/7/09," 11,198 ",1,1,21Jun2023
PA,1470,CN,BVCH,EE own generation,Iron & steel heat,BVQI1260184631.55,6/4/11,10/9/08,31/10/09," 170,769 ",1,1,21Jun2023
PA,233,CN,BVCH,Wind,Wind,BVQI1273138491.64,6/4/11,1/6/09,30/4/10," 91,477 ",1,5,21Jun2023
PA,2005,CN,BVCH,Hydro,New dam,BVQI1281503576.58,6/4/11,17/3/09,20/12/09," 24,064 ",1,1,21Jun2023
PA,1487,CN,BVCH,Wind,Wind,BVQI1284009721.12,6/4/11,1/7/09,30/6/10," 131,987 ",1,2,21Jun2023
PA,1614,CN,CEC,Coal bed/mine methane,CMM & Ventilation Air Methane,CEC1262592693.57,6/4/11,29/3/09,31/10/09," 43,820 ",1,1,21Jun2023
PA,1088,IN,DNV,Biomass Energy,Bagasse power,DNV-CUK1235717118.54,6/4/11,27/7/07,31/12/08," 26,630 ",1,1,21Jun2023
PA,1436,CN,DNV,N2O,Nitric acid,DNV-CUK1255338436.68,6/4/11,18/12/08,27/7/09," 171,203 ",1,2,21Jun2023
PA,1021,IN,DNV,Wind,Wind,DNV-CUK1265891117.86,6/4/11,2/1/08,1/1/10," 46,759 ",1,2,21Jun2023
PA,915,IN,DNV,Biomass Energy,Bagasse power,DNV-CUK1266478664.57,6/4/11,28/4/08,27/4/09," 13,239 ",1,2,21Jun2023
PA,902,CN,DNV,Coal bed/mine methane,Coal Mine Methane,DNV-CUK1279790773.18,6/4/11,1/1/10,30/6/10," 217,635 ",1,4,21Jun2023
PA,1963,CN,TUV NORD,Wind,Wind,RWTUV1258100651.91,6/4/11,15/12/08,28/10/09," 41,750 ",1,1,21Jun2023
PA,152,VN,SGS,Fugitive,Oil field flaring reduction,SGS-UKL1220532813.77,6/4/11,1/1/06,31/12/07," 2,135,141 ",1,2,21Jun2023
PA,1872,CN,SGS,Hydro,New dam,SGS-UKL1283242752.25,6/4/11,21/6/09,25/7/10," 543,270 ",1,2,21Jun2023
PA,394,IN,TUV SUD,EE own generation,Iron & steel heat,TUEV-SUED1177419703.07,6/4/11,1/4/06,31/12/06," 66,986 ",1,2,21Jun2023
PA,1135,CN,TUV SUD,Coal bed/mine methane,Coal Mine Methane,TUEV-SUED1284112061.98,6/4/11,25/5/09,24/8/10," 207,364 ",1,3,21Jun2023
PA,1436,CN,DNV,N2O,Nitric acid,DNV-CUK1240581288.62,5/4/11,10/3/08,17/12/08," 159,306 ",1,1,21Jun2023
PA,1436,CN,DNV,N2O,Nitric acid,DNV-CUK1270815449.49,5/4/11,28/7/09,3/3/10," 240,374 ",1,3,21Jun2023
PA,2133,CN,BVCH,Hydro,New dam,BVQI1289981014.1,4/4/11,1/7/10,31/10/10," 188,996 ",1,5,21Jun2023
PA,2091,CN,ERM CVS,Hydro,Run of river,ERM-CVS1278946960.95,4/4/11,1/11/09,30/6/10," 100,918 ",1,1,21Jun2023
PA,2863,CN,BVCH,Hydro,New dam,BVQI1278663099.41,1/4/11,2/1/10,27/6/10," 85,212 ",1,1,21Jun2023
PA,1477,CN,DNV,Hydro,New dam,DNV-CUK1277825159.25,1/4/11,10/4/08,10/7/09," 22,764 ",1,1,21Jun2023
PA,2686,AE,TUV NORD,EE supply side,Higher efficiency using waste heat,RWTUV1279179876.22,1/4/11,9/10/09,8/7/10," 79,960 ",1,1,21Jun2023
PA,1275,CN,TSUS,Hydro,Run of river,TECO1283330395.58,1/4/11,29/3/09,28/6/10," 160,788 ",1,2,21Jun2023
PA,331,IN,TUV SUD,Biomass Energy,Agricultural residues: other kinds,TUEV-SUED1260267816.65,1/4/11,1/1/09,31/8/09," 30,602 ",1,5,21Jun2023
PA,902,CN,DNV,Coal bed/mine methane,Coal Mine Methane,DNV-CUK1262949734.39,31/3/11,1/10/08,31/12/09," 178,433 ",1,3,21Jun2023
PA,717,IN,DNV,EE own generation,Cement heat,DNV-CUK1272981455.72,31/3/11,1/3/09,31/3/10," 14,261 ",1,3,21Jun2023
PA,95,IN,DNV,Biomass Energy,Agricultural residues: rice husk,DNV-CUK1279095472.74,31/3/11,1/1/09,31/12/09," 14,097 ",1,6,21Jun2023
PA,914,IN,DNV,Biomass Energy,Agricultural residues: rice husk,DNV-CUK1280752796.52,31/3/11,1/7/09,30/6/10," 8,586 ",1,3,21Jun2023
PA,1885,ID,TUV NORD,Methane avoidance,Composting,RWTUV1276074154.48,31/3/11,4/11/08,30/4/10," 2,110 ",1,1,21Jun2023
PA,1947,CN,TUV NORD,HFCs,HFC23,RWTUV1281363752.82,31/3/11,20/4/10,31/7/10," 2,350,507 ",1,3,21Jun2023
PA,1116,IN,SGS,Fossil fuel switch,New natural gas plant,SGS-UKL1284455954.16,31/3/11,1/6/09,4/4/10," 1,833,576 ",1,2,21Jun2023
PA,1633,CN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1270100419.68,31/3/11,18/2/09,26/2/10," 115,814 ",1,1,21Jun2023
PA,328,IN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1279781794.26,31/3/11,1/7/08,31/3/10," 33,824 ",1,4,21Jun2023
PA,329,IN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1280297032.5,31/3/11,1/7/08,31/3/10," 38,064 ",1,4,21Jun2023
PA,1395,IN,BVCH,EE own generation,Iron & steel heat,BVQI1265255450.5,30/3/11,24/2/08,28/2/09," 8,630 ",1,1,21Jun2023
PA,2439,CN,BVCH,Fossil fuel switch,New natural gas plant,BVQI1280916550.75,30/3/11,1/5/10,31/7/10," 242,774 ",1,3,21Jun2023
PA,2365,IN,DNV,Wind,Wind,DNV-CUK1276014561.3,30/3/11,9/4/09,15/3/10," 35,226 ",1,1,21Jun2023
PA,1317,BR,TUV NORD,Hydro,Run of river,RWTUV1237471397.48,30/3/11,11/2/08,31/12/08," 28,145 ",1,1,21Jun2023
PA,933,CN,SGS,Landfill gas,Landfill power,SGS-UKL1237909288.93,30/3/11,1/5/08,28/2/09," 28,007 ",1,3,21Jun2023
PA,306,CN,SGS,HFCs,HFC23,SGS-UKL1280740307.36,30/3/11,26/5/10,25/7/10," 2,608,896 ",1,14,21Jun2023
PA,1081,CN,SGS,Wind,Wind,SGS-UKL1284456867.94,30/3/11,1/4/09,29/3/10," 81,228 ",1,3,21Jun2023
PA,910,CN,SGS,Wind,Wind,SGS-UKL1287416740.7,30/3/11,1/3/09,28/2/10," 71,642 ",1,3,21Jun2023
PA,35,IN,TUV NORD,Hydro,Run of river,TUEV-RHEIN1271121500.05,30/3/11,1/1/09,31/12/09," 11,034 ",1,5,21Jun2023
PA,813,IN,TUV SUD,Biomass Energy,Bagasse power,TUEV-SUED1231848616.75,30/3/11,17/3/07,19/4/08," 11,601 ",1,1,21Jun2023
PA,1293,CN,TUV SUD,Biomass Energy,Agricultural residues: other kinds,TUEV-SUED1256743221.14,30/3/11,1/1/08,31/3/09," 46,287 ",1,1,21Jun2023
PA,373,BR,TUV SUD,Landfill gas,Landfill power,TUEV-SUED1289221301.95,30/3/11,1/8/10,31/10/10," 105,597 ",1,13,21Jun2023
PA,593,IN,DNV,Wind,Wind,DNV-CUK1234941031.83,29/3/11,1/4/07,31/3/08," 16,033 ",1,2,21Jun2023
PA,868,CN,TUV SUD,HFCs,HFC23,TUEV-SUED1263482810.46,29/3/11,1/11/09,31/12/09," 798,044 ",1,9,21Jun2023
PA,1817,CN,TUV SUD,Hydro,Run of river,TUEV-SUED1287582712.44,29/3/11,1/10/09,30/9/10," 60,203 ",1,2,21Jun2023
PA,1513,CN,BVCH,Hydro,New dam,BVQI1241227164.22,28/3/11,12/9/08,31/3/09," 14,790 ",1,1,21Jun2023
PA,1488,CN,BVCH,Wind,Wind,BVQI1284022050.75,28/3/11,1/8/08,31/7/10," 254,646 ",1,2,21Jun2023
PA,1988,CN,CEC,Hydro,Run of river,CEC1288775378.32,28/3/11,26/10/09,25/10/10," 54,063 ",1,2,21Jun2023
PA,1462,IN,TUV NORD,EE own generation,Iron & steel heat,TUEV-RHEIN1253795460.08,28/3/11,1/1/09,31/8/09," 24,125 ",1,2,21Jun2023
PA,133,PA,AENOR,Hydro,Existing dam,AENOR1233854681.86,25/3/11,1/12/01,30/11/08," 60,180 ",1,1,21Jun2023
PA,2032,CN,BVCH,Wind,Wind,BVQI1271398009.13,25/3/11,1/7/09,31/3/10," 97,574 ",1,2,21Jun2023
PA,2049,CN,BVCH,Wind,Wind,BVQI1271398404.28,25/3/11,1/7/09,31/3/10," 99,531 ",1,2,21Jun2023
PA,121,IN,DNV,Methane avoidance,Domestic manure,DNV-CUK1271338695.42,25/3/11,1/9/07,31/7/09," 35,872 ",1,2,21Jun2023
PA,1511,CN,DNV,Hydro,Run of river,DNV-CUK1288786006.01,25/3/11,26/10/09,20/10/10," 37,517 ",1,2,21Jun2023
PA,2095,CN,ERM CVS,EE own generation,Cement heat,ERM-CVS1282512198.2,25/3/11,19/11/09,25/7/10," 46,920 ",1,1,21Jun2023
PA,881,IN,TUV NORD,Biomass Energy,Agricultural residues: rice husk,RWTUV1240918724.91,25/3/11,9/3/07,31/12/08," 40,375 ",1,1,21Jun2023
PA,607,PH,SQS,Methane avoidance,Manure,SQS1267795494.92,25/3/11,1/11/06,31/12/09," 5,637 ",1,1,21Jun2023
PA,164,BR,TUV SUD,Landfill gas,Landfill power,TUEV-SUED1289220885.78,25/3/11,1/8/10,31/10/10," 70,956 ",1,16,21Jun2023
PA,939,CN,ERM CVS,Hydro,Existing dam,ERM-CVS1286814275.78,24/3/11,26/11/08,25/9/10," 33,404 ",1,3,21Jun2023
PA,950,AR,ICONTEC,Biomass Energy,Agricultural residues: other kinds,ICONTEC1278938530.05,24/3/11,1/1/08,31/12/09," 25,087 ",1,1,21Jun2023
PA,290,KR,JACO,Wind,Wind,JACO1264408663.26,24/3/11,1/1/09,31/12/09," 46,211 ",1,4,21Jun2023
PA,1612,CN,DNV,N2O,Nitric acid,DNV-CUK1256127702.68,23/3/11,14/3/09,8/9/09," 108,768 ",1,2,21Jun2023
PA,1612,CN,DNV,N2O,Nitric acid,DNV-CUK1267115927.19,23/3/11,9/9/09,23/2/10," 84,192 ",1,3,21Jun2023
PA,541,CR,ICONTEC,Hydro,Existing dam,ICONTEC1277821416.92,23/3/11,1/12/07,31/12/09," 160,750 ",1,2,21Jun2023
PA,2215,CN,JQA,Wind,Wind,JQA1280291915.92,23/3/11,1/8/09,30/6/10," 54,765 ",1,2,21Jun2023
PA,1686,CN,LRQA,EE own generation,Iron & steel heat,LRQA Ltd1275640392.26,23/3/11,26/2/09,25/2/10," 86,154 ",1,2,21Jun2023
PA,99,KR,TUV SUD,N2O,Adipic acid,TUEV-SUED1290758072.07,23/3/11,25/10/10,21/11/10," 1,057,566 ",1,43,21Jun2023
PA,1019,CN,SGS,Wind,Wind,SGS-UKL1282655379.22,21/3/11,27/10/08,30/6/10," 74,499 ",1,3,21Jun2023
PA,1831,CN,CQC,Hydro,New dam,China Quality1273544235.15,18/3/11,11/12/08,22/4/10," 13,127 ",1,1,21Jun2023
PA,1612,CN,DNV,N2O,Nitric acid,DNV-CUK1249541195.95,18/3/11,27/6/08,13/3/09," 110,154 ",1,1,21Jun2023
PA,2107,CN,JACO,Hydro,New dam,JACO1254283783.08,18/3/11,5/2/09,25/8/09," 298,195 ",1,1,21Jun2023
PA,1429,CN,RINA,EE own generation,Chemicals heat,RINA1284364021.71,18/3/11,30/4/09,31/7/10," 44,902 ",1,1,21Jun2023
PA,1136,CN,BVCH,Hydro,Run of river,BVQI1286873871.43,17/3/11,29/9/09,28/9/10," 48,083 ",1,4,21Jun2023
PA,1484,CN,CEC,Hydro,New dam,CEC1285816667.52,17/3/11,1/10/09,31/7/10," 56,358 ",1,3,21Jun2023
PA,1884,CN,DNV,Fossil fuel switch,New natural gas plant using LNG,DNV-CUK1275638261.97,17/3/11,1/9/09,31/12/09," 212,780 ",1,2,21Jun2023
PA,116,BR,ERM CVS,N2O,Adipic acid,ERM-CVS1290598807.38,17/3/11,25/10/10,18/11/10," 522,309 ",1,41,21Jun2023
PA,2551,CN,TUV NORD,Hydro,New dam,RWTUV1271072284.94,17/3/11,14/9/09,27/12/09," 236,834 ",1,1,21Jun2023
PA,2711,NG,TUV NORD,EE households,Stoves,RWTUV1284458332.96,17/3/11,12/10/09,30/6/10," 1,867 ",1,1,21Jun2023
PA,1435,CL,SQS,Landfill gas,Landfill flaring,SQS1280764040.18,17/3/11,1/10/09,31/7/10," 15,914 ",1,3,21Jun2023
PA,2456,CN,BVCH,Hydro,Run of river,BVQI1280994920.62,16/3/11,12/7/09,24/7/10," 28,622 ",1,1,21Jun2023
PA,1528,BR,DNV,Methane avoidance,Manure,DNV-CUK1254992424.42,16/3/11,7/4/08,31/8/09," 11,471 ",1,1,21Jun2023
PA,2186,MX,DNV,Landfill gas,Landfill power,DNV-CUK1256189329.36,16/3/11,12/2/09,31/7/09," 86,904 ",1,1,21Jun2023
PA,1843,BR,DNV,Hydro,New dam,DNV-CUK1275897915.44,16/3/11,1/8/09,30/4/10," 73,661 ",1,2,21Jun2023
PA,2595,DO,GLC,Landfill gas,Landfill flaring,Germanischer1286174515.02,16/3/11,7/6/10,30/9/10," 11,637 ",1,1,21Jun2023
PA,2149,CN,TUV NORD,Wind,Wind,RWTUV1273833089.15,16/3/11,7/8/09,6/5/10," 77,160 ",1,2,21Jun2023
PA,147,IL,TUV NORD,Landfill gas,Landfill flaring,RWTUV1287052725.98,16/3/11,1/8/09,30/9/10," 65,579 ",1,3,21Jun2023
PA,856,CN,SGS,Landfill gas,Landfill power,SGS-UKL1240823057.51,16/3/11,1/1/05,31/12/08," 140,156 ",1,1,21Jun2023
PA,1629,CN,SGS,Wind,Wind,SGS-UKL1275905372.66,16/3/11,1/6/09,31/5/10," 116,953 ",1,2,21Jun2023
PA,1229,CL,TUV SUD,N2O,Nitric acid,TUEV-SUED1224267227.04,16/3/11,1/4/10,30/6/10," 220,346 ",1,8,21Jun2023
PA,1263,CN,TUV SUD,Biomass Energy,Agricultural residues: other kinds,TUEV-SUED1245658603.51,16/3/11,1/1/08,26/5/09," 73,124 ",1,1,21Jun2023
PA,588,IN,TUV SUD,EE own generation,Coke oven gas,TUEV-SUED1260872615.81,16/3/11,1/1/08,30/11/09," 95,898 ",1,2,21Jun2023
PA,1229,CL,TUV SUD,N2O,Nitric acid,TUEV-SUED1280750212.35,16/3/11,1/1/10,31/3/10," 227,672 ",1,7,21Jun2023
PA,1843,BR,DNV,Hydro,New dam,DNV-CUK1250486883.47,15/3/11,20/10/08,31/7/09," 85,082 ",1,1,21Jun2023
PA,2344,CN,TUV NORD,Fossil fuel switch,New natural gas plant,RWTUV1278917368.0,15/3/11,1/3/10,30/6/10," 165,591 ",1,2,21Jun2023
PA,1427,CN,BVCH,EE own generation,Cement heat,BVQI1270030197.51,11/3/11,12/9/08,31/12/09," 26,560 ",1,1,21Jun2023
PA,892,CN,DNV,Coal bed/mine methane,Coal Mine Methane,DNV-CUK1279791282.34,11/3/11,1/1/10,30/6/10," 434,002 ",1,7,21Jun2023
PA,1223,CN,ERM CVS,Hydro,Run of river,ERM-CVS1279634920.23,11/3/11,26/10/09,25/6/10," 71,118 ",1,4,21Jun2023
PA,1867,IN,SGS,HFCs,HFC23,SGS-UKL1275054398.1,11/3/11,14/11/08,28/2/10," 429,382 ",1,1,21Jun2023
PA,1310,CN,SGS,Wind,Wind,SGS-UKL1279784950.77,11/3/11,1/2/09,31/5/10," 150,850 ",1,2,21Jun2023
PA,785,MX,DNV,Hydro,Existing dam,DNV-CUK1282134444.42,10/3/11,1/4/09,31/7/10," 32,568 ",1,3,21Jun2023
PA,1947,CN,TUV NORD,HFCs,HFC23,RWTUV1272288863.92,10/3/11,1/9/09,19/4/10," 4,886,304 ",1,2,21Jun2023
PA,2173,IN,TUV NORD,Hydro,Existing dam,RWTUV1276094782.79,10/3/11,18/3/09,31/3/10," 10,142 ",1,1,21Jun2023
PA,1603,CN,CEC,Coal bed/mine methane,CMM & Ventilation Air Methane,CEC1272942122.89,9/3/11,1/4/09,31/3/10," 26,117 ",1,2,21Jun2023
PA,2794,CO,GLC,Landfill gas,Landfill flaring,Germanischer1286225285.57,9/3/11,1/2/10,30/9/10," 16,785 ",1,2,21Jun2023
PA,1596,CN,JACO,Hydro,New dam,JACO1270451400.27,9/3/11,26/5/09,25/3/10," 178,294 ",1,2,21Jun2023
